,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,user_name,sample_date,age_range,pronunciation,gender
3612,19,139.263157895,-0.320295591442,-1.89674328676,226.0,226.0,101.716242094,18.0,226.0,22.0,226.0,204.0,camdixon,20141207,Adult,American,Male
3613,86,203.604651163,-0.951004946054,-0.965962483434,268.0,16.0,114.969285997,12.0,298.0,21.0,286.0,265.0,camdixon,20141207,Adult,American,Male
3614,28,196.928571429,-0.969226283351,-0.075278195871,206.0,206.0,93.2377638741,12.0,296.0,202.0,296.0,94.0,camdixon,20141207,Adult,American,Male
3615,32,147.25,0.050879709784,-1.93429615034,133.0,298.0,132.474289958,12.0,298.0,16.0,298.0,282.0,camdixon,20141207,Adult,American,Male
3616,19,228.842105263,0.105409255339,-1.98888888889,226.0,226.0,2.99584199384,226.0,232.0,226.0,232.0,6.0,camdixon,20141207,Adult,American,Male
3617,12,195.333333333,-0.923149541213,1.02424258837,176.0,176.0,70.433577851,16.0,274.0,176.0,274.0,98.0,camdixon,20141207,Adult,American,Male
3618,25,251.946666667,-3.04785857065,7.40968976314,270.0,266.0,70.9708973218,10.6666666667,282.0,266.0,282.0,16.0,camdixon,20141207,Adult,American,Male
3620,21,186.412698413,-0.487876406728,-1.7546828063,284.0,296.0,132.751504531,10.6666666667,296.0,20.0,296.0,276.0,camdixon,20141207,Adult,American,Male
3621,28,182.19047619,-0.435397799228,-1.80516147596,286.0,286.0,136.157921517,12.0,298.0,12.0,298.0,286.0,camdixon,20141207,Adult,American,Male
3625,22,99.0909090909,0.780349347458,-1.39051169589,18.0,18.0,119.49245282,12.0,274.0,18.0,274.0,256.0,camdixon,20141207,Adult,American,Male
3627,34,161.117647059,-0.28207270101,-1.0268822845,175.0,212.0,95.6281907444,16.0,296.0,138.0,212.0,74.0,camdixon,20141207,Adult,American,Male
3628,11,13.4545454545,-1.02062072616,-0.958333333333,14.0,14.0,0.89072354283,12.0,14.0,13.0,14.0,1.0,camdixon,20141207,Adult,American,Male
3629,26,107.230769231,0.694426969369,-1.454370609,20.0,20.0,121.498435473,12.0,296.0,20.0,244.0,224.0,camdixon,20141207,Adult,American,Male
3630,37,195.513513514,-0.63254066387,-1.01263526831,174.0,174.0,107.602276079,12.0,298.0,174.0,298.0,124.0,camdixon,20141207,Adult,American,Male
3631,21,172.0,-0.843268013887,-1.14034042307,214.0,214.0,99.0007214981,16.0,256.0,20.0,256.0,236.0,camdixon,20141207,Adult,American,Male
3632,24,82.0277777778,0.914275125274,-1.16063633172,14.0,14.0,103.974441155,10.6666666667,244.0,14.0,244.0,230.0,camdixon,20141207,Adult,American,Male
3633,20,222.3,-1.15031366372,-0.669472812363,286.0,286.0,117.339294356,16.0,296.0,219.5,296.0,76.5,camdixon,20141207,Adult,American,Male
3636,20,219.066666667,-3.04701049424,9.86595102976,214.0,214.0,49.4747522592,21.3333333333,256.0,214.0,256.0,42.0,camdixon,20141207,Adult,American,Male
3637,33,71.5151515152,1.4082441622,-0.0166408608413,12.0,12.0,114.406007792,12.0,292.0,12.0,12.0,0.0,camdixon,20141207,Adult,American,Male
3638,26,241.923076923,-1.56105214061,0.444614108176,294.0,294.0,107.963641699,16.0,298.0,290.0,298.0,8.0,camdixon,20141207,Adult,American,Male
3640,47,224.170212766,-1.22136170818,-0.322847964985,294.0,294.0,111.150907415,12.0,296.0,202.0,294.0,92.0,camdixon,20141207,Adult,American,Male
3641,23,87.5652173913,1.08716967619,-0.815046114538,18.0,18.0,116.733746131,12.0,284.0,18.0,154.0,136.0,camdixon,20141207,Adult,American,Male
3642,17,277.333333333,-3.74107468218,12.0207168081,294.0,296.0,64.7121327938,18.6666666667,296.0,290.0,296.0,6.0,camdixon,20141207,Adult,American,Male
3643,34,282.705882353,-1.62641616564,1.09481878836,292.0,292.0,18.6855235123,240.0,296.0,278.0,292.0,14.0,camdixon,20141207,Adult,American,Male
3644,19,253.157894737,0.319801074533,-1.89772727273,222.0,222.0,36.5358701292,222.0,296.0,222.0,296.0,74.0,camdixon,20141207,Adult,American,Male
3645,525,97.4717460317,-0.547350297998,1.13518149826,108.0,110.0,36.4986786108,10.6666666667,208.0,94.0,118.0,24.0,catchercradle,20130201,Adult,British,Male
3646,487,97.3141683778,0.710677377981,2.63517063877,102.0,102.0,46.9517020936,12.0,264.0,80.0,114.0,34.0,catchercradle,20130201,Adult,British,Male
3647,707,97.2673267327,-1.72234542408,2.14112735588,106.0,108.0,25.9087855771,12.0,126.0,96.0,112.0,16.0,catchercradle,20130201,Adult,British,Male
3648,657,101.506849315,-2.28564335468,5.90797900683,106.0,108.0,23.9845275842,12.0,138.0,96.0,114.0,18.0,catchercradle,20130201,Adult,British,Male
3649,736,96.9211956522,-1.96074373148,3.25140922551,104.0,106.0,27.4779414829,12.0,130.0,94.0,112.0,18.0,catchercradle,20130202,Adult,British,Male
3650,612,99.5816993464,-0.27379486257,0.982804076209,106.0,98.0,38.8445223936,12.0,204.0,86.0,116.0,30.0,catchercradle,20130202,Adult,British,Male
3651,468,88.8062678063,-1.24773536409,0.54576736597,98.0,100.0,29.0860053325,12.0,130.0,86.0,108.0,22.0,catchercradle,20130202,Adult,British,Male
3652,748,101.847593583,0.409410041718,3.04566807231,100.0,94.0,31.2680883622,12.0,214.0,92.0,114.0,22.0,catchercradle,20130202,Adult,British,Male
3653,787,99.6010165184,-1.03584237876,2.2722661905,104.0,100.0,29.6933655604,14.0,210.0,96.0,116.0,20.0,catchercradle,20130202,Adult,British,Male
3654,540,98.1691358025,0.499166187644,4.97302444243,98.0,94.0,29.6704844622,12.0,206.0,92.0,108.0,16.0,catchercradle,20130202,Adult,British,Male
3655,553,99.9927667269,-1.61928391179,2.38000059062,108.0,116.0,27.4049391368,16.0,146.0,92.0,116.0,24.0,catchercradle,20130204,Adult,British,Male
3656,518,93.6911196911,-1.16013169685,0.955699933599,102.0,112.0,33.9638286798,12.0,158.0,92.0,112.0,20.0,catchercradle,20130206,Adult,British,Male
3657,382,133.439790576,1.78558990339,4.02243960042,124.0,124.0,32.9516588331,90.0,258.0,112.0,142.0,30.0,catchercradle,20130708,Adult,British,Male
3658,521,121.15547025,-0.153037103411,0.100694943736,124.0,134.0,17.7431237206,70.0,164.0,108.0,134.0,26.0,catchercradle,20130708,Adult,British,Male
3659,506,122.727272727,0.165061265207,-0.39881924335,120.0,122.0,18.874893065,72.0,166.0,112.0,139.0,27.0,catchercradle,20130708,Adult,British,Male
3660,741,107.109311741,2.6046562932,11.4499054574,104.0,100.0,18.2478122752,70.0,208.0,96.0,112.0,16.0,catchercradle,20130708,Adult,British,Male
3661,334,106.377245509,0.295600724874,6.46962523741,106.0,102.0,18.1817559301,32.0,186.0,100.0,114.0,14.0,catchercradle,20130708,Adult,British,Male
3662,415,107.330120482,0.761567581189,0.573554780497,106.0,100.0,10.8902270208,86.0,138.0,100.0,114.0,14.0,catchercradle,20130708,Adult,British,Male
3663,357,128.549019608,1.5907745265,2.73225088177,108.0,106.0,41.0322136261,16.0,296.0,102.0,134.0,32.0,catlow,20121117,Adult,British,Male
3664,148,174.536036036,0.331906525132,-1.66679586906,140.0,140.0,43.4150759705,120.0,246.0,138.0,216.0,78.0,cawka,20090831,Youth,Other,Male
3665,147,196.33106576,-0.214716018338,-1.21594415666,214.0,136.0,46.2344332913,126.0,294.0,138.0,225.0,87.0,cawka,20090831,Youth,Other,Male
3666,446,158.807174888,-0.550936181763,-1.36734420389,221.0,12.0,97.3947949178,10.6666666667,286.0,28.0,234.0,206.0,ccr,20091230,Adult,Other,Male
3667,441,170.585034014,-0.636769888531,-1.19485291752,230.0,12.0,97.3798612519,12.0,296.0,116.0,250.0,134.0,ccr1,20091230,Adult,Other,Male
3668,246,185.766937669,-0.880253841745,1.08826840538,199.0,178.0,57.8007657254,20.0,288.0,172.0,216.0,44.0,ccrawford,20100709,Adult,American,Male
3669,345,66.8211420273,1.18118848888,0.009317938011,26.0,26.0,59.2141750353,14.0,206.0,24.1911097672,92.0,67.8088902328,cebidae,20080522,Adult,Australian,Male
3670,438,70.0429257804,1.05178581155,-0.190246386952,27.0,24.0,59.4170390161,16.6666666667,200.0,24.0,97.0,73.0,cebidae,20080522,Adult,Australian,Male
3674,32,160.125,-1.17625371215,-0.340319057112,168.0,168.0,27.2256198277,110.0,182.0,168.0,182.0,14.0,ch,20130109,Adult,European,Male
3675,147,113.020408163,0.424055833695,-0.66567514659,108.0,108.0,10.3157427989,98.0,136.0,102.0,120.0,18.0,chainz,20090527,Adult,Other,Male
3676,464,107.929838778,3.30120215867,13.8400307682,100.0,100.0,28.8288304364,66.0,250.0,98.0,114.0,16.0,chandrashekhar,20121027,Youth,Indian,Male
3677,1505,103.992560585,0.148120223546,-0.329881248108,120.0,120.0,46.8018894047,38.4,202.0,42.0,120.0,78.0,chaoslawful,20120215,Adult,Other,Male
3678,322,174.474248972,0.395002744045,-1.50948522607,120.0,120.0,60.5139114328,99.6884735202,284.0,120.0,232.0,112.0,chocoholic,20070523,Unknown,American,Female
3679,3698,196.49935914,-0.234844809678,-1.20221203491,212.0,120.0,56.5150719299,98.7654320988,298.0,120.0,232.0,112.0,chocoholic,20070524,Unknown,American,Female
3680,7733,186.866784775,0.0648357219362,-1.42241914511,202.0,120.0,60.551599776,22.0,299.711815562,120.0,234.0,114.0,chocoholic,20070612,Unknown,American,Female
3681,8632,190.487490713,0.0622555798069,-1.43343177069,206.0,120.0,61.093895382,100.0,299.376299376,120.0,238.0,118.0,chocoholic,20080420,Unknown,American,Female
3682,22,15.8181818182,0.173756169439,-1.58779231074,16.0,14.0,1.69588710056,14.0,18.0,14.0,18.0,4.0,chris,20090325,Adult,American,Male
3683,179,238.852886406,-0.284029793851,-1.15946383144,250.0,276.0,34.6339923915,138.666666667,278.0,206.0,276.0,70.0,chris,20090701,Adult,American,Male
3684,302,146.432671082,0.17247178186,-0.794475154433,168.0,90.0,48.1973316031,88.0,268.0,90.0,168.0,78.0,chris21,20091001,Adult,Other,Female
3685,586,93.8805460751,0.374503252137,-0.289636000656,94.0,16.0,53.4803022369,12.0,222.0,78.0,110.0,32.0,chrisconner,20101026,Adult,American,Male
3686,483,189.786262331,-0.446720372438,-0.200685600162,198.0,198.0,62.5079537811,12.0,294.0,160.0,228.0,68.0,chrisdittmar,20130108,Adult,American,Male
3687,326,228.920864524,-1.49345889808,2.27268287539,234.0,238.0,56.7636543325,40.0,290.0,208.0,276.0,68.0,chrisdittmar,20130108,Adult,American,Male
3688,468,122.07085576,3.0583637188,9.03723241629,112.0,110.0,32.9349692826,95.8083832335,250.0,106.0,126.0,20.0,chrisspen,20120505,Adult,American,Male
3689,532,111.61809414,1.51390115272,8.17704993296,112.0,106.0,31.3832914994,12.0,242.0,104.0,122.0,18.0,chrisspen,20120505,Adult,American,Male
3690,683,134.512485945,1.27904097204,0.4184053356,118.0,126.0,61.4634605864,66.0,287.425149701,98.0,136.0,38.0,chrisspen,20120505,Adult,American,Male
3691,662,115.091559879,2.06769967442,5.51798324602,114.0,90.0,33.1885620149,41.7318727178,242.0,98.0,120.0,22.0,chrisspen,20120505,Adult,American,Male
3692,348,126.961059084,2.24982249301,3.85912419494,112.0,104.0,46.1509506335,80.0,287.425149701,104.0,126.0,22.0,chrisspen,20120505,Adult,American,Male
3693,549,138.544349161,0.442793084673,-0.737602835083,116.0,108.0,61.2283180236,18.0,246.0,104.0,220.0,116.0,chrisspen,20120505,Adult,American,Male
3694,563,175.197660826,0.330094915198,-1.6120367438,126.0,274.0,82.9964636616,20.0,296.0,110.0,274.0,164.0,chrisspen,20120505,Adult,American,Male
3695,290,116.35862069,2.53210704852,6.21871740065,108.0,100.0,36.6979612066,74.0,244.0,100.0,117.5,17.5,chrisspen,20120505,Adult,American,Male
3696,1049,166.934198876,0.549186128898,-1.37901997015,124.0,236.0,70.9421463665,38.0,294.0,112.0,240.0,128.0,chrisspen,20120505,Adult,American,Male
3697,722,174.477523702,0.451446013222,-1.65753073397,116.0,116.0,87.0791499756,18.0,298.666666667,106.0,280.0,174.0,chrisspen,20120505,Adult,American,Male
3698,339,114.578171091,1.28923804986,2.09380687648,104.0,100.0,58.8260442007,16.0,298.0,94.0,120.0,26.0,chrisspen,20120511,Adult,American,Male
3699,662,111.489425982,3.53467350136,15.2432960396,110.0,90.0,30.2000125432,76.0,264.0,90.0,120.0,30.0,chrisspen,20120724,Adult,American,Male
3700,553,115.132007233,0.0957327242731,-0.538800974605,106.0,176.0,60.6975761849,12.0,240.0,92.0,176.0,84.0,chrisspen,20120826,Adult,American,Male
3701,529,146.5910523,0.00597893019862,-0.472617823518,176.0,176.0,47.8214419765,18.6666666667,242.0,102.0,176.0,74.0,chrisspen,20120826,Adult,American,Male
3702,630,122.66984127,-0.240520876393,-0.26409354291,110.0,176.0,55.9456840752,14.0,244.0,94.0,176.0,82.0,chrisspen,20120826,Adult,American,Male
3703,704,137.921401515,0.0533542225836,0.0668707533069,126.0,176.0,46.8832582927,16.0,244.0,108.0,176.0,68.0,chrisspen,20120826,Adult,American,Male
3704,799,104.225281602,0.303538188841,-0.568028208423,102.0,176.0,63.8148080291,16.0,254.0,36.0,132.0,96.0,chrisspen,20120826,Adult,American,Male
3705,907,114.197721426,0.293304011781,-0.430807544317,100.0,176.0,61.0627639318,14.0,254.0,92.0,174.0,82.0,chrisspen,20120826,Adult,American,Male
3706,167,194.047904192,-0.237797168534,-0.548329205478,202.0,202.0,48.5285585192,102.0,284.0,196.0,202.0,6.0,cj5,20090115,Adult,American,Male
3707,317,159.425867508,0.849657545521,-1.08342239839,120.0,120.0,53.2356083212,120.0,268.0,120.0,224.0,104.0,cjnichol,20101217,Adult,Other,Male
3708,101,165.762376238,2.17314422153,3.09459223237,148.0,156.0,48.0587817703,132.0,298.0,140.0,162.0,22.0,clarkjc,20120805,Adult,American,Male
3709,89,172.134831461,1.95921166583,2.57811611733,158.0,164.0,46.1144621375,132.0,294.0,142.0,166.0,24.0,clarkjc,20120805,Adult,American,Male
3710,124,154.032258065,1.41020378849,1.97559967329,152.0,158.0,10.2011506972,138.0,182.0,147.5,158.0,10.5,clarkjc,20120805,Adult,American,Male
3711,111,144.558558559,0.783349795474,0.723967943631,146.0,146.0,8.20094993914,132.0,166.0,138.0,150.0,12.0,clarkjc,20120805,Adult,American,Male
3712,151,242.141280353,-0.722272039683,-0.0858858206898,234.666666667,234.0,47.0851378792,124.0,298.0,232.0,289.0,57.0,clarkjc,20120806,Adult,American,Male
3713,253,135.386034256,1.20532863239,-0.268588507378,90.0,90.0,71.3493809166,88.0,290.0,90.0,138.0,48.0,class06408,20121210,Adult,American,Male
3714,83,191.83935743,-0.0920292939976,4.63825566704,188.0,188.0,24.1520374747,82.6666666667,246.0,178.0,200.0,22.0,cliche,20080713,Adult,Other,Male
3715,128,194.265625,-0.90459870286,1.75205062813,198.0,198.0,40.3294023432,88.0,276.0,182.0,212.0,30.0,cliche,20080713,Adult,Other,Male
3716,493,116.198782961,2.47097389422,6.69924983242,108.0,98.0,26.0590887023,88.0,226.0,100.0,122.0,22.0,closet,20080526,Adult,American,Male
3717,412,121.22815534,2.9858235067,8.85926716755,110.0,98.0,38.0969175867,92.0,290.0,100.0,124.0,24.0,closet,20080526,Adult,American,Male
3718,453,163.526019696,0.269877610408,-1.15173625136,150.0,114.0,65.320035717,44.0,286.0,112.0,224.0,112.0,cloudmountain,20080420,Unknown,American,Male
3719,11804,142.328772889,0.928437049695,-0.233641284749,124.0,96.0,49.599607364,44.4444444444,298.0,102.0,172.0,70.0,cloudmountain,20080420,Unknown,American,Male
3721,58300,163.611366495,-0.870681294701,-0.0740264622672,184.0,204.0,62.6772767013,12.0,298.0,116.0,210.0,94.0,cmu,20000000,Adult,Other,Male
3722,36969,125.366009359,-0.663339691573,0.924562566238,140.0,12.0,55.690999476,12.0,298.0,124.0,152.0,28.0,cmu,20000000,Unknown,Other,not_specified
3723,10710,226.843792218,-1.14082266467,1.21820586731,238.0,244.0,51.3334178823,10.1249802246,298.0,210.424486683,262.0,51.5755133166,cmu,20000000,Unknown,Other,not_specified
3724,35807,184.921907152,-2.72400875334,17.3943407666,186.0,188.0,23.1108754483,10.5263157895,275.555555556,174.0,196.0,22.0,cmu,20000000,Unknown,Other,not_specified
3725,26797,117.27123004,-1.62384334776,8.13352728306,116.0,112.0,18.962764022,10.2531239987,221.914008322,108.0,128.0,20.0,cmu,20000000,Unknown,Other,not_specified
3726,28577,145.192372615,2.02729878684,9.51321307909,140.0,136.0,28.6640942604,10.5193951348,298.0,130.0,154.0,24.0,cmu,20000000,Unknown,Other,not_specified
3727,34610,161.254564251,-0.181744418002,-0.931116976554,172.0,98.0,48.1995882628,10.5263157895,298.0,116.0,200.0,84.0,cmu,20000000,Unknown,Other,not_specified
3728,26690,182.069561964,-1.59977453295,14.076719309,182.0,170.0,25.0626703984,12.0463785574,298.686916627,170.0,194.0,24.0,cmu,20000000,Unknown,Other,not_specified
3729,141,121.276595745,0.41223167245,-1.64283544325,28.0,28.0,114.54981922,12.0,296.0,20.0,242.0,222.0,colins5286,20101118,Adult,British,Male
3730,134,176.179104478,-0.674465279975,-1.28299604526,242.0,244.0,91.8078664358,18.0,262.0,108.0,247.5,139.5,colins5286,20101118,Adult,British,Male
3731,111,129.633633634,0.085903916565,-1.72050848404,120.0,260.0,97.7481693666,13.3333333333,260.0,26.0,236.0,210.0,colins5286,20101118,Adult,British,Male
3732,67,28.4378109453,1.65330531543,1.3080155999,20.0,20.0,20.9475542654,12.0,78.0,16.0,38.0,22.0,colins5286,20101118,Adult,British,Male
3733,117,95.8290598291,0.715898211257,-1.1653989469,26.0,16.0,94.9726267894,14.0,266.0,18.0,208.0,190.0,colins5286,20101118,Adult,British,Male
3734,104,126.576923077,0.310942799446,-1.49197136757,108.0,108.0,90.942785512,16.0,260.0,36.0,228.0,192.0,colins5286,20101118,Adult,British,Male
3735,506,115.043478261,0.0294269962857,-0.138015174195,131.0,30.0,59.2325263752,16.0,258.0,44.0,148.0,104.0,compmaster,20120512,Adult,American,Male
3736,17,211.296853625,-0.635055425037,-1.44349749624,232.0,246.0,39.4231780934,154.0,246.0,154.0,246.0,92.0,corno1979,10102006,Unknown,American,Male
3737,960,132.943559505,-0.100709279668,-1.62798326352,140.0,12.0,100.742384852,11.6093455231,296.0,14.0,228.0,214.0,corno1979,10102006,Unknown,American,Male
3738,1681,141.661197941,0.696840595905,0.26145339012,126.0,120.0,50.2545562603,14.0,257.586550791,118.0,152.0,34.0,corno1979,20070615,Unknown,American,Male
3739,166,126.734939759,1.31230230639,3.17011896606,119.0,118.0,40.5944206187,24.0,262.0,100.0,140.0,40.0,corno1979,20080308,Adult,American,Male
3740,109,144.226299694,0.0185085536555,-0.412993437021,132.0,12.0,71.9918570649,10.6666666667,274.0,110.0,206.0,96.0,corno1979,20080317,Adult,American,Male
3741,141,161.04964539,-0.407636796979,-0.0815894001247,156.0,142.0,65.7640663961,12.0,272.0,126.0,232.0,106.0,corno1979,20080317,Adult,American,Male
3742,131,149.404580153,0.291580735637,0.417276430818,144.0,130.0,60.8146701147,12.0,284.0,116.0,169.0,53.0,corno1979,20080317,Adult,American,Male
3743,186,146.47311828,0.305185855286,-0.139554859849,130.0,140.0,66.5072704244,12.0,290.0,118.0,200.0,82.0,corno1979,20080317,Adult,American,Male
3744,211,131.488151659,1.89774435888,3.86191628454,124.0,116.0,36.4235692911,84.0,252.0,104.0,144.0,40.0,corno1979,20080520,Adult,American,Male
3745,303,132.204620462,1.20569725008,2.59979091887,122.0,136.0,45.7307124858,12.0,272.0,110.0,136.0,26.0,corno1979,20080520,Adult,American,Male
3746,201,134.218905473,1.54771553588,2.39335394029,120.0,112.0,37.6920203598,84.0,260.0,112.0,148.0,36.0,corno1979,20080520,Adult,American,Male
3747,212,125.905660377,0.633360084463,1.76761278498,124.0,92.0,45.8750411653,14.0,256.0,98.0,141.0,43.0,corno1979,20080520,Adult,American,Male
3748,167,115.892215569,0.486403976601,-0.907858642139,112.0,94.0,20.4678892488,84.0,162.0,96.0,138.0,42.0,corno1979,20080520,Adult,American,Male
3749,182,98.2417582418,0.158185609996,-0.817629263764,112.0,26.0,61.2767708994,12.0,246.0,28.0,146.0,118.0,corno1979,20081220,Adult,American,Male
3750,217,74.5806451613,0.131270418373,-1.43783717461,82.0,128.0,49.9316970664,12.0,162.0,22.0,120.0,98.0,corno1979,20081220,Adult,American,Male
3751,145,116.537931034,0.581488929369,3.99122097613,114.0,114.0,38.7168359867,16.0,258.0,96.0,134.0,38.0,corno1979,20081220,Adult,American,Male
3752,214,75.0560747664,0.946839235082,0.529224926501,46.0,12.0,62.5327326287,12.0,256.0,20.0,116.0,96.0,corno1979,20081220,Adult,American,Male
3753,166,91.9397590361,0.184889171938,-0.122655353872,110.0,38.0,54.1009430017,12.0,250.0,38.0,128.0,90.0,corno1979,20081220,Adult,American,Male
3754,191,98.7643979058,-0.211297906575,-0.498082463736,118.0,130.0,55.3297775364,12.0,250.0,28.0,134.0,106.0,corno1979,20081220,Adult,American,Male
3755,202,87.6336633663,-0.0332138384743,-1.14357026759,108.0,14.0,55.4810149979,12.0,226.0,26.0,122.0,96.0,corno1979,20081220,Adult,American,Male
3756,180,124.018518519,0.852036813551,2.86402093148,120.0,134.0,41.1375548921,24.0,270.0,104.0,138.0,34.0,corno1979,20081220,Adult,American,Male
3757,327,99.1314984709,0.201268801975,0.377366695612,112.0,14.0,57.0127231244,12.0,266.0,42.0,132.0,90.0,corno1979,20081220,Adult,American,Male
3758,128,131.0625,-0.230379627981,-0.162859099756,132.0,126.0,10.571002495,102.0,150.0,124.0,138.0,14.0,corno1979,20090316,Adult,American,Male
3759,108,115.851851852,-1.65285322374,2.39555330792,128.0,132.0,38.7773355948,12.0,178.0,112.0,134.0,22.0,corno1979,20090316,Adult,American,Male
3760,140,127.057142857,-0.215656765078,2.15907570046,128.0,128.0,43.7926561731,18.0,242.0,110.0,136.0,26.0,corno1979,20090316,Adult,American,Male
3761,145,136.786206897,0.762840188774,6.35609013331,134.0,136.0,39.4432261055,12.0,268.0,126.0,140.0,14.0,corno1979,20090316,Adult,American,Male
3762,102,99.7058823529,-0.92024870897,-0.640944246359,116.0,22.0,45.1571522217,18.0,150.0,91.0,128.0,37.0,corno1979,20090316,Adult,American,Male
3763,151,133.642384106,0.556331850462,1.21359272404,126.0,130.0,59.5689087724,12.0,282.0,116.0,139.0,23.0,corno1979,20090316,Adult,American,Male
3764,151,121.602649007,0.0721166141529,0.780317268367,120.0,124.0,53.6542869633,12.0,236.0,108.0,134.0,26.0,corno1979,20090316,Adult,American,Male
3765,101,116.752475248,-2.75709938072,7.47823460716,126.0,126.0,27.7040247784,16.0,140.0,110.0,130.0,20.0,corno1979,20090316,Adult,American,Male
3769,871,113.558563458,0.430036682148,-1.04694828643,102.0,16.0,85.5822656479,12.0,294.0,20.0,194.0,174.0,craig61107,20130902,Senior,American,Male
3770,113,199.911504425,-1.49053037771,1.10339602251,224.0,246.0,66.755074385,18.0,268.0,198.0,246.0,48.0,craniumonempty,20100314,Adult,American,Male
3771,190,198.452631579,-0.723241355738,-0.964370662947,224.0,226.0,55.49874696,102.0,276.0,150.0,238.0,88.0,craniumonempty,20100314,Adult,American,Male
3772,97,209.525773196,-1.31320242168,0.842415062227,226.0,270.0,69.0069610688,18.0,284.0,184.0,264.0,80.0,craniumonempty,20100314,Adult,American,Male
3773,97,212.329896907,-1.33090533981,0.932141692716,228.0,266.0,73.7192671104,16.0,284.0,188.0,266.0,78.0,craniumonempty,20100314,Adult,American,Male
3774,136,203.735294118,-1.29558160262,1.63013967082,212.0,212.0,65.1978025719,12.0,286.0,182.0,242.0,60.0,craniumonempty,20100314,Adult,American,Male
3775,132,195.636363636,-1.31436811598,0.71781926289,223.0,236.0,73.1237300047,12.0,278.0,181.5,240.0,58.5,craniumonempty,20100314,Adult,American,Male
3776,191,198.743455497,-0.502601644551,-1.32268974897,224.0,106.0,61.6224966281,100.0,292.0,138.0,248.0,110.0,craniumonempty,20100314,Adult,American,Male
3777,97,208.288659794,-1.66722560724,3.0960121137,220.0,246.0,52.6971426215,20.0,274.0,182.0,246.0,64.0,craniumonempty,20100314,Adult,American,Male
3778,100,175.54,-0.371584403405,-1.6933316548,218.0,218.0,54.5218158172,96.0,238.0,110.0,224.0,114.0,craniumonempty,20100314,Adult,American,Male
3779,72,190.444444444,-1.17461618253,-0.0988518882915,220.0,220.0,85.1000863182,16.0,278.0,170.0,250.0,80.0,craniumonempty,20100314,Adult,American,Male
3780,123,221.577235772,-1.20517373615,0.939609100205,224.0,224.0,51.8774365681,94.0,284.0,208.0,261.0,53.0,craniumonempty,20100315,Adult,American,Male
3781,31,220.64516129,-1.27322744636,2.02605936595,222.0,222.0,42.1958172419,98.0,268.0,200.0,256.0,56.0,craniumonempty,20100315,Adult,American,Male
3782,1462,111.443811191,0.281178041211,-1.40052619829,102.0,22.0,86.5210895602,12.0,288.0,22.0,196.0,174.0,crhylove,10252006,Adult,American,Male
3783,1408,111.968276515,-1.97579769693,8.34602371689,116.0,118.0,27.9337906085,12.0,212.0,112.0,120.0,8.0,crispyoz,20170128,Adult,Australian,Male
3784,3079,70.4780797125,1.03786459832,0.476589204971,70.0,12.0,65.8290666022,10.775862069,292.0,14.0,106.0,92.0,crxssi,10112006,Unknown,American,Male
3785,1163,169.280022929,0.661121439075,1.95356896382,168.0,172.0,33.1758594034,84.0,288.0,152.0,184.0,32.0,cryan,20160413,Adult,Australian,Male
3786,1721,237.247045616,-1.25860239479,0.707676770356,256.0,264.0,53.8763938396,24.0,298.0,222.0,276.0,54.0,csawtell,10112006,Unknown,Other,Male
3787,855,118.729044834,1.25359910604,0.988260742803,100.0,100.0,71.2031221787,14.0,294.0,86.0,120.0,34.0,culverscruple,20120801,Adult,Other,Male
3788,710,104.756807512,1.62634525841,5.12560681113,100.0,100.0,43.4171887795,14.0,298.0,86.5,116.0,29.5,culverscruple,20120802,Adult,Other,Male
3789,769,105.694841786,1.72277426766,7.05589307395,100.0,100.0,27.0025324468,24.0,216.0,96.0,110.0,14.0,culverscruple,20120802,Adult,Other,Male
3790,709,113.651151857,2.77730040642,8.23680533023,100.0,100.0,43.093836494,16.0,284.0,96.0,116.0,20.0,culverscruple,20120808,Adult,Other,Male
3791,555,108.287087087,2.50197123983,10.2757689895,100.0,100.0,36.1449210643,16.0,276.0,96.0,116.0,20.0,culverscruple,20120808,Adult,Other,Male
3792,552,104.18115942,4.48155697879,33.7841280691,100.0,100.0,24.0180293111,16.0,278.0,99.5,102.0,2.5,culverscruple,20120808,Adult,Other,Male
3793,421,108.349960412,1.7861907071,3.72145998912,96.0,100.0,59.8558220936,14.0,298.0,90.0,104.0,14.0,culverscruple,20120810,Adult,Other,Male
3794,561,106.515745692,0.637490738274,0.448656113726,100.0,100.0,14.7132154304,74.0,160.0,98.0,120.0,22.0,culverscruple,20120814,Adult,Other,Male
3795,923,115.70964247,2.34295193875,9.3971729878,104.0,100.0,39.5780374631,13.3333333333,292.0,98.0,124.0,26.0,culverscruple,20120821,Adult,Other,Male
3796,549,108.616879174,2.02537981655,15.3214393676,100.0,100.0,26.5973893393,16.0,266.0,96.0,120.0,24.0,culverscruple,20120912,Adult,Other,Male
3797,245,204.702040816,-0.178391697303,-1.61456062908,236.0,264.0,67.716553578,108.0,298.0,124.0,264.0,140.0,cyteen,20130524,Adult,British,Male
3798,186,228.892473118,-0.933779879771,-0.794550917158,250.0,280.0,64.7705565601,112.0,298.0,234.0,280.0,46.0,cyteen,20130524,Adult,British,Male
3799,162,221.098765432,-0.545154343039,-1.38398391327,254.0,266.0,59.3008868708,118.0,288.0,160.0,266.0,106.0,cyteen,20130524,Adult,British,Male
